craft_id,craft_name,category,material_cost,labor_hours,weight_kg,is_gi_tagged,complexity_score,artisan_experience_years,texture_roughness_index,organic_dye_purity,is_genuine_handmade,sample_dialect_phrase,protected_artisan_wage,fair_market_price
SIH-CRAFT-0806,Kutch Bandhani & Ajrakh,Bandhani,1081.21,16.2,0.34,1,2,24,0.712,0.838,1,प्राकृतिक नील रंग,3502.8,6660.91
SIH-CRAFT-0807,Bastar Dhokra Bell Metal,Dhokra Art,864.26,22.7,3.4,1,5,22,0.788,0.747,1,मोम की ढलाई कला,6005.0,9746.0
SIH-CRAFT-0808,Gorakhpur Terracotta,Terracotta,425.99,10.0,2.58,1,4,16,0.729,0.913,1,हाथ से बनी मटकी,2320.0,4179.59
SIH-CRAFT-0809,Kutch Bandhani & Ajrakh,Bandhani,447.4,21.8,0.45,1,2,25,0.66,0.733,1,अजरख ब्लॉक प्रिंट,4604.2,7292.16
SIH-CRAFT-0810,Bastar Dhokra Bell Metal,Dhokra Art,1144.26,26.8,0.92,1,3,15,0.715,0.751,1,मोम की ढलाई कला,6281.8,10497.68
SIH-CRAFT-0811,Mithila Madhubani Painting,Madhubani,554.98,13.0,0.12,1,4,9,0.657,0.896,1,पेड़ और मोर,3034.0,5317.62
SIH-CRAFT-0812,Jaipur Blue Pottery,Blue Pottery,465.63,12.4,1.41,1,4,13,0.961,0.983,1,हस्तशिल्प जार,3084.2,5264.77
SIH-CRAFT-0813,Kutch Bandhani & Ajrakh,Bandhani,140.92,1.2,0.85,0,1,1,0.286,0.293,0,अजरख ब्लॉक प्रिंट,65.52,310.02
SIH-CRAFT-0814,Zari Zardozi Embroidery,Zari Embroidery,1117.95,33.0,0.83,0,3,37,0.747,0.743,1,जरदोज़ी का काम,7188.0,11213.03
SIH-CRAFT-0815,Gorakhpur Terracotta,Terracotta,234.02,4.4,2.02,1,4,16,0.89,0.928,1,माटी का घड़ा,1155.2,2347.95
SIH-CRAFT-0816,Mithila Madhubani Painting,Madhubani,663.22,26.1,0.46,1,4,36,0.803,0.793,1,प्राकृतिक रंग चित्र,6360.3,9954.25
SIH-CRAFT-0817,Kolhapuri Chappal & Leather,Leather Craft,779.39,10.4,0.61,1,4,40,0.864,0.76,1,कोल्हापुरी हाथ की चप्पल,2763.2,5255.0
SIH-CRAFT-0818,Bastar Dhokra Bell Metal,Dhokra Art,374.2,2.5,3.2,0,1,2,0.189,0.08,0,ढोकरा आदिवासी मूर्ति,151.5,823.24
SIH-CRAFT-0819,Moradabad Brassware,Brass Craft,1021.89,19.7,3.59,1,4,30,0.799,0.825,1,ब्रास पूजा थाली,4744.6,8257.26
SIH-CRAFT-0820,Bastar Dhokra Bell Metal,Dhokra Art,920.61,14.0,1.43,1,5,7,0.769,0.724,1,बेल मेटल बैल,3605.0,6582.07
SIH-CRAFT-0821,Kolhapuri Chappal & Leather,Leather Craft,396.9,8.0,0.58,1,1,7,0.769,0.858,1,प्राकृतिक चमड़ा,1481.0,3007.66
SIH-CRAFT-0822,Varanasi Silk Handloom,Handloom Silk,1475.05,48.8,1.01,1,4,15,0.883,0.989,1,हाथ का ताना-बाना,12327.4,19105.81
SIH-CRAFT-0823,Gorakhpur Terracotta,Terracotta,234.55,6.8,3.49,1,4,40,0.9,0.703,1,टेराकोटा सुराही,2014.4,3508.58
SIH-CRAFT-0824,Kutch Bandhani & Ajrakh,Bandhani,878.67,9.4,0.36,1,4,38,0.9,0.91,1,अजरख ब्लॉक प्रिंट,2619.2,5194.62
SIH-CRAFT-0825,Saharanpur Wood Carving,Wood Carving,713.07,10.5,3.65,1,5,16,0.795,0.947,1,शीशम की लकड़ी की जाली,2602.5,4948.52
SIH-CRAFT-0826,Saharanpur Wood Carving,Wood Carving,1273.75,13.3,3.53,1,5,25,0.762,0.822,1,लकड़ी का झरोखा,3367.5,6738.19
SIH-CRAFT-0827,Kutch Bandhani & Ajrakh,Bandhani,852.41,10.8,0.61,1,4,5,0.954,0.745,1,अजरख ब्लॉक प्रिंट,2429.4,4902.94
SIH-CRAFT-0828,Zari Zardozi Embroidery,Zari Embroidery,1083.15,25.2,0.91,0,5,16,0.963,0.718,1,सच्ची जरी कढ़ाई,5910.0,9440.75
SIH-CRAFT-0829,Varanasi Silk Handloom,Handloom Silk,1656.34,58.3,0.91,1,4,8,0.707,0.896,1,शुद्ध रेशमी साड़ी,14578.4,22389.4
SIH-CRAFT-0830,Gorakhpur Terracotta,Terracotta,331.01,3.3,1.1,1,4,21,0.718,0.784,1,माटी का घड़ा,1001.4,2271.25
SIH-CRAFT-0831,Bastar Dhokra Bell Metal,Dhokra Art,1070.38,13.8,3.12,1,4,28,0.702,0.732,1,बेल मेटल बैल,3704.4,6918.45
SIH-CRAFT-0832,Kutch Bandhani & Ajrakh,Bandhani,355.01,21.3,0.81,1,2,16,0.752,0.937,1,प्राकृतिक नील रंग,4372.2,6854.23
SIH-CRAFT-0833,Bastar Dhokra Bell Metal,Dhokra Art,1132.6,16.8,1.35,1,5,32,0.741,0.702,1,ढोकरा आदिवासी मूर्ति,4680.0,8319.51
SIH-CRAFT-0834,Bastar Dhokra Bell Metal,Dhokra Art,939.16,27.8,2.22,1,5,34,0.802,0.867,1,बेल मेटल बैल,7460.0,11811.37
SIH-CRAFT-0835,Jaipur Blue Pottery,Blue Pottery,834.55,12.4,2.14,1,4,28,0.852,0.935,1,नीली मिट्टी का फूलदान,3309.2,6066.56
SIH-CRAFT-0836,Kutch Bandhani & Ajrakh,Bandhani,1019.97,17.7,0.52,1,4,14,0.881,0.728,1,प्राकृतिक नील रंग,4068.6,7342.07
SIH-CRAFT-0837,Gorakhpur Terracotta,Terracotta,411.16,6.0,2.38,1,3,7,0.88,0.909,1,टेराकोटा सुराही,1281.0,2756.92
SIH-CRAFT-0838,Bastar Dhokra Bell Metal,Dhokra Art,1338.05,12.7,1.8,1,3,35,0.903,0.795,1,मोम की ढलाई कला,3395.2,6862.39
SIH-CRAFT-0839,Mithila Madhubani Painting,Madhubani,528.34,20.9,0.15,1,5,32,0.776,0.916,1,गोबर लीपा कैनवास,5391.5,8464.28
SIH-CRAFT-0840,Kutch Bandhani & Ajrakh,Bandhani,500.48,17.3,0.3,1,4,32,0.81,0.72,1,प्राकृतिक नील रंग,4251.4,6887.54
SIH-CRAFT-0841,Varanasi Silk Handloom,Handloom Silk,1906.76,36.7,0.62,1,3,13,0.927,0.876,1,शुद्ध रेशमी साड़ी,8856.2,15002.5
SIH-CRAFT-0842,Moradabad Brassware,Brass Craft,1489.74,11.4,4.52,1,2,20,0.701,0.804,1,पीतल का नक्काशीदार दीया,2511.6,5874.31
SIH-CRAFT-0843,Gorakhpur Terracotta,Terracotta,123.88,1.2,0.64,0,1,3,0.342,0.205,0,माटी का घड़ा,61.92,272.54
SIH-CRAFT-0844,Gorakhpur Terracotta,Terracotta,380.13,13.2,1.62,1,2,15,0.68,0.822,1,माटी का घड़ा,2653.8,4568.31
SIH-CRAFT-0845,Saharanpur Wood Carving,Wood Carving,1079.96,7.5,4.35,1,2,13,0.889,0.713,1,लकड़ी का झरोखा,1612.5,4107.32
SIH-CRAFT-0846,Jaipur Blue Pottery,Blue Pottery,527.47,14.8,1.97,1,5,30,0.69,0.762,1,क्वार्ट्ज प्लेट,4076.0,6687.18
SIH-CRAFT-0847,Saharanpur Wood Carving,Wood Carving,802.14,13.6,2.24,1,5,17,0.672,0.936,1,लकड़ी का झरोखा,3315.0,6030.64
SIH-CRAFT-0848,Zari Zardozi Embroidery,Zari Embroidery,520.7,15.5,0.51,0,5,9,0.885,0.929,1,मखमली सूट पीस,3622.5,5593.32
SIH-CRAFT-0849,Mithila Madhubani Painting,Madhubani,302.11,17.1,0.54,1,4,11,0.76,0.884,1,प्राकृतिक रंग चित्र,3978.3,6251.05
SIH-CRAFT-0850,Bastar Dhokra Bell Metal,Dhokra Art,519.41,30.1,2.01,1,5,17,0.816,0.904,1,ढोकरा आदिवासी मूर्ति,7780.0,11676.7
SIH-CRAFT-0851,Varanasi Silk Handloom,Handloom Silk,2645.56,21.5,0.59,1,4,18,0.855,0.717,1,हाथ का ताना-बाना,5602.0,11606.71
SIH-CRAFT-0852,Bastar Dhokra Bell Metal,Dhokra Art,666.84,14.5,0.9,1,5,31,0.894,0.795,1,मोम की ढलाई कला,4090.0,6894.23
SIH-CRAFT-0853,Saharanpur Wood Carving,Wood Carving,1160.49,18.5,4.42,1,4,4,0.726,0.913,1,हाथ से तराशा बॉक्स,4000.5,7439.84
SIH-CRAFT-0854,Varanasi Silk Handloom,Handloom Silk,1024.37,56.4,1.19,1,5,17,0.851,0.811,1,हाथ का ताना-बाना,14919.0,21996.05
SIH-CRAFT-0855,Mithila Madhubani Painting,Madhubani,253.32,32.4,0.15,1,3,6,0.859,0.741,1,गोबर लीपा कैनवास,6926.4,10165.12
SIH-CRAFT-0856,Mithila Madhubani Painting,Madhubani,575.95,31.3,0.75,1,3,35,0.676,0.91,1,प्राकृतिक रंग चित्र,7129.3,10874.59
SIH-CRAFT-0857,Mithila Madhubani Painting,Madhubani,384.71,12.9,0.27,1,4,39,0.798,0.884,1,प्राकृतिक रंग चित्र,3461.7,5665.15
SIH-CRAFT-0858,Bastar Dhokra Bell Metal,Dhokra Art,1569.81,18.8,1.25,1,4,30,0.817,0.913,1,ढोकरा आदिवासी मूर्ति,4924.4,9239.68
SIH-CRAFT-0859,Bastar Dhokra Bell Metal,Dhokra Art,919.56,28.8,2.85,1,4,37,0.7,0.911,1,मोम की ढलाई कला,7409.4,11716.6
SIH-CRAFT-0860,Kutch Bandhani & Ajrakh,Bandhani,662.88,12.0,0.62,1,2,24,0.695,0.836,1,कच्छी बंधेज दुपट्टा,2688.0,4996.19
SIH-CRAFT-0861,Varanasi Silk Handloom,Handloom Silk,2881.81,48.1,0.7,1,4,29,0.96,0.981,1,हाथ का ताना-बाना,12363.8,21054.07
SIH-CRAFT-0862,Kutch Bandhani & Ajrakh,Bandhani,812.84,15.4,0.49,1,2,10,0.777,0.864,1,कच्छी बंधेज दुपट्टा,3137.6,5805.59
SIH-CRAFT-0863,Kutch Bandhani & Ajrakh,Bandhani,366.81,2.7,0.44,0,2,5,0.341,0.294,0,प्राकृतिक नील रंग,157.14,806.98
SIH-CRAFT-0864,Kutch Bandhani & Ajrakh,Bandhani,355.41,1.5,0.22,0,2,5,0.347,0.06,0,प्राकृतिक नील रंग,87.3,781.9
SIH-CRAFT-0865,Mithila Madhubani Painting,Madhubani,500.51,27.1,0.28,1,5,40,0.964,0.944,1,मिथिला पेंटिंग,6968.5,10555.66
SIH-CRAFT-0866,Jaipur Blue Pottery,Blue Pottery,704.42,18.8,1.47,1,2,36,0.95,0.954,1,नीली मिट्टी का फूलदान,4469.2,7456.89
SIH-CRAFT-0867,Kutch Bandhani & Ajrakh,Bandhani,541.78,21.5,0.66,1,3,40,0.752,0.819,1,प्राकृतिक नील रंग,5029.0,7993.05
SIH-CRAFT-0868,Jaipur Blue Pottery,Blue Pottery,664.94,17.2,2.39,1,4,16,0.957,0.815,1,क्वार्ट्ज प्लेट,4247.6,7104.43
SIH-CRAFT-0869,Gorakhpur Terracotta,Terracotta,157.97,0.5,0.71,0,2,4,0.246,0.151,0,धूपदानी,27.6,347.53
SIH-CRAFT-0870,Mithila Madhubani Painting,Madhubani,352.52,11.8,0.44,1,5,10,0.799,0.936,1,गोबर लीपा कैनवास,2923.0,4894.45
SIH-CRAFT-0871,Varanasi Silk Handloom,Handloom Silk,1320.28,49.4,0.61,1,4,31,0.857,0.881,1,शुद्ध रेशमी साड़ी,12716.2,19421.75
SIH-CRAFT-0872,Jaipur Blue Pottery,Blue Pottery,557.75,9.9,1.35,1,3,33,0.81,0.921,1,नीली मिट्टी का फूलदान,2682.9,4847.38
SIH-CRAFT-0873,Gorakhpur Terracotta,Terracotta,436.56,10.3,2.87,1,1,9,0.72,0.93,1,धूपदानी,1906.6,3635.77
SIH-CRAFT-0874,Zari Zardozi Embroidery,Zari Embroidery,1460.16,16.6,0.64,0,4,30,0.761,0.898,1,सच्ची जरी कढ़ाई,3985.8,7352.05
SIH-CRAFT-0875,Saharanpur Wood Carving,Wood Carving,1340.99,22.0,2.2,1,2,25,0.938,0.934,1,शीशम की लकड़ी की जाली,4533.0,8402.39
SIH-CRAFT-0876,Bastar Dhokra Bell Metal,Dhokra Art,376.8,4.3,3.3,0,1,4,0.143,0.236,0,बेल मेटल बैल,260.58,828.96
SIH-CRAFT-0877,Varanasi Silk Handloom,Handloom Silk,2322.21,45.0,0.78,1,4,15,0.651,0.885,1,हाथ का ताना-बाना,11385.0,18977.23
SIH-CRAFT-0878,Gorakhpur Terracotta,Terracotta,412.03,13.7,2.71,1,4,17,0.85,0.816,1,माटी का घड़ा,3104.6,5219.95
SIH-CRAFT-0879,Saharanpur Wood Carving,Wood Carving,1331.48,28.3,4.45,1,2,27,0.747,0.757,1,शीशम की लकड़ी की जाली,5753.7,10037.49
SIH-CRAFT-0880,Kolhapuri Chappal & Leather,Leather Craft,328.37,1.9,0.43,0,2,0,0.205,0.286,0,हाथ की सिलाई,104.88,722.41
SIH-CRAFT-0881,Bastar Dhokra Bell Metal,Dhokra Art,990.92,12.5,2.59,1,3,18,0.72,0.918,1,बेल मेटल बैल,3095.0,5988.49
SIH-CRAFT-0882,Jaipur Blue Pottery,Blue Pottery,896.35,6.4,2.64,1,4,27,0.903,0.764,1,क्वार्ट्ज प्लेट,1896.2,4242.44
SIH-CRAFT-0883,Bastar Dhokra Bell Metal,Dhokra Art,495.06,3.7,3.29,0,2,0,0.378,0.166,0,ढोकरा आदिवासी मूर्ति,237.54,1089.13
SIH-CRAFT-0884,Zari Zardozi Embroidery,Zari Embroidery,1080.71,26.1,0.56,0,5,38,0.969,0.827,1,जरदोज़ी का काम,6442.5,10156.33
SIH-CRAFT-0885,Varanasi Silk Handloom,Handloom Silk,1569.25,20.9,0.67,1,5,15,0.896,0.734,1,हाथ का ताना-बाना,5659.0,10230.64
SIH-CRAFT-0886,Mithila Madhubani Painting,Madhubani,309.9,3.6,0.1,0,1,4,0.287,0.346,0,पेड़ और मोर,201.96,681.78
SIH-CRAFT-0887,Saharanpur Wood Carving,Wood Carving,1197.52,28.4,1.27,1,3,9,0.78,0.856,1,हाथ से तराशा बॉक्स,5843.4,9977.74
SIH-CRAFT-0888,Saharanpur Wood Carving,Wood Carving,1342.89,26.1,2.65,1,5,12,0.848,0.742,1,लकड़ी का झरोखा,6052.5,10456.28
SIH-CRAFT-0889,Gorakhpur Terracotta,Terracotta,242.67,13.9,0.87,1,4,16,0.813,0.904,1,धूपदानी,3131.2,5027.22
SIH-CRAFT-0890,Gorakhpur Terracotta,Terracotta,99.98,1.8,1.13,0,1,5,0.358,0.373,0,टेराकोटा सुराही,92.88,219.96
SIH-CRAFT-0891,Bastar Dhokra Bell Metal,Dhokra Art,829.01,27.9,3.26,1,3,4,0.831,0.798,1,बेल मेटल बैल,6365.4,10184.95
SIH-CRAFT-0892,Bastar Dhokra Bell Metal,Dhokra Art,533.39,2.8,2.23,0,2,2,0.344,0.118,0,बेल मेटल बैल,179.76,1173.46
SIH-CRAFT-0893,Kutch Bandhani & Ajrakh,Bandhani,558.73,18.7,0.81,1,2,22,0.801,0.747,1,कच्छी बंधेज दुपट्टा,3957.8,6569.82
SIH-CRAFT-0894,Bastar Dhokra Bell Metal,Dhokra Art,820.19,13.2,1.39,1,5,15,0.893,0.703,1,बेल मेटल बैल,3525.0,6338.51
SIH-CRAFT-0895,Zari Zardozi Embroidery,Zari Embroidery,1274.77,31.5,0.56,0,5,13,0.956,0.728,1,सच्ची जरी कढ़ाई,7282.5,11552.31
SIH-CRAFT-0896,Mithila Madhubani Painting,Madhubani,125.82,3.4,0.34,0,2,1,0.319,0.191,0,मिथिला पेंटिंग,202.98,276.8
SIH-CRAFT-0897,Jaipur Blue Pottery,Blue Pottery,618.74,15.6,2.7,1,5,8,0.907,0.951,1,हस्तशिल्प जार,3942.0,6629.5
SIH-CRAFT-0898,Kutch Bandhani & Ajrakh,Bandhani,822.56,11.9,0.28,1,2,10,0.811,0.894,1,प्राकृतिक नील रंग,2458.6,4902.07
SIH-CRAFT-0899,Varanasi Silk Handloom,Handloom Silk,2217.86,41.2,0.62,1,5,9,0.912,0.753,1,जरी पल्लू,10847.0,18110.06
SIH-CRAFT-0900,Kutch Bandhani & Ajrakh,Bandhani,400.19,11.2,0.7,1,4,14,0.784,0.903,1,अजरख ब्लॉक प्रिंट,2651.6,4592.42
SIH-CRAFT-0901,Kolhapuri Chappal & Leather,Leather Craft,820.08,10.8,0.45,1,1,16,0.969,0.96,1,कोल्हापुरी हाथ की चप्पल,2097.6,4411.37
SIH-CRAFT-0902,Zari Zardozi Embroidery,Zari Embroidery,455.59,21.2,0.52,0,2,11,0.84,0.889,1,जरदोज़ी का काम,4171.8,6246.98
SIH-CRAFT-0903,Kolhapuri Chappal & Leather,Leather Craft,801.84,5.9,0.5,1,3,26,0.969,0.75,1,हाथ की सिलाई,1546.4,3642.62
SIH-CRAFT-0904,Gorakhpur Terracotta,Terracotta,163.85,13.4,3.21,1,3,37,0.797,0.867,1,हाथ से बनी मटकी,3181.4,4988.59
SIH-CRAFT-0905,Kolhapuri Chappal & Leather,Leather Craft,379.23,1.8,0.81,0,1,5,0.387,0.133,0,कोल्हापुरी हाथ की चप्पल,92.88,834.31
SIH-CRAFT-0906,Mithila Madhubani Painting,Madhubani,707.95,34.8,0.52,1,3,40,0.768,0.737,1,पेड़ और मोर,7942.8,12151.01
SIH-CRAFT-0907,Jaipur Blue Pottery,Blue Pottery,493.37,15.1,0.96,1,5,8,0.962,0.896,1,हस्तशिल्प जार,3819.5,6294.87
SIH-CRAFT-0908,Mithila Madhubani Painting,Madhubani,288.81,28.5,0.8,1,5,15,0.886,0.863,1,गोबर लीपा कैनवास,6922.5,10207.77
SIH-CRAFT-0909,Kutch Bandhani & Ajrakh,Bandhani,553.09,18.6,0.47,1,4,18,0.676,0.736,1,कच्छी बंधेज दुपट्टा,4324.8,7057.65
SIH-CRAFT-0910,Kolhapuri Chappal & Leather,Leather Craft,547.61,6.0,1.13,1,3,12,0.937,0.765,1,कोल्हापुरी हाथ की चप्पल,1356.0,3042.37
SIH-CRAFT-0911,Jaipur Blue Pottery,Blue Pottery,882.83,11.3,0.83,1,2,14,0.824,0.954,1,हस्तशिल्प जार,2571.7,5136.12
SIH-CRAFT-0912,Bastar Dhokra Bell Metal,Dhokra Art,883.79,22.6,1.56,1,4,9,0.946,0.75,1,मोम की ढलाई कला,5513.8,9109.25
SIH-CRAFT-0913,Mithila Madhubani Painting,Madhubani,657.71,35.1,0.47,1,5,28,0.807,0.737,1,मिथिला पेंटिंग,8668.5,13062.88
SIH-CRAFT-0914,Kolhapuri Chappal & Leather,Leather Craft,744.54,6.6,0.85,1,3,6,0.953,0.885,1,प्राकृतिक चमड़ा,1383.6,3345.49
SIH-CRAFT-0915,Varanasi Silk Handloom,Handloom Silk,1861.96,36.1,0.75,1,4,32,0.816,0.78,1,जरी पल्लू,9432.8,15720.43
SIH-CRAFT-0916,Kolhapuri Chappal & Leather,Leather Craft,351.53,2.1,0.64,0,1,2,0.242,0.159,0,कोल्हापुरी हाथ की चप्पल,108.36,773.37
SIH-CRAFT-0917,Jaipur Blue Pottery,Blue Pottery,482.02,7.3,1.87,1,2,21,0.833,0.843,1,नीली मिट्टी का फूलदान,1840.7,3608.17
SIH-CRAFT-0918,Kutch Bandhani & Ajrakh,Bandhani,1045.95,8.2,0.55,1,4,37,0.88,0.818,1,प्राकृतिक नील रंग,2342.6,5047.04
SIH-CRAFT-0919,Varanasi Silk Handloom,Handloom Silk,1046.24,7.1,0.96,0,2,1,0.448,0.281,0,बनारसी कतान सिल्क,477.12,2301.73
SIH-CRAFT-0920,Zari Zardozi Embroidery,Zari Embroidery,626.96,33.3,0.83,0,3,14,0.675,0.943,1,मखमली सूट पीस,6903.3,10165.85
SIH-CRAFT-0921,Saharanpur Wood Carving,Wood Carving,329.09,2.3,2.18,0,1,2,0.42,0.137,0,लकड़ी का झरोखा,122.13,724.0
SIH-CRAFT-0922,Jaipur Blue Pottery,Blue Pottery,615.72,9.7,0.6,1,5,16,0.955,0.969,1,हस्तशिल्प जार,2616.5,4836.0
SIH-CRAFT-0923,Kolhapuri Chappal & Leather,Leather Craft,371.26,10.1,0.89,1,4,6,0.767,0.879,1,प्राकृतिक चमड़ा,2190.8,3931.28
SIH-CRAFT-0924,Moradabad Brassware,Brass Craft,606.19,25.8,2.34,1,4,3,0.683,0.843,1,पीतल का नक्काशीदार दीया,5669.4,8944.55
SIH-CRAFT-0925,Kolhapuri Chappal & Leather,Leather Craft,442.23,6.4,0.79,1,2,19,0.725,0.815,1,प्राकृतिक चमड़ा,1462.6,3044.02
SIH-CRAFT-0926,Saharanpur Wood Carving,Wood Carving,582.18,25.5,1.2,1,5,31,0.703,0.803,1,हाथ से तराशा बॉक्स,6202.5,9631.82
SIH-CRAFT-0927,Gorakhpur Terracotta,Terracotta,411.15,5.2,1.07,1,1,11,0.78,0.916,1,माटी का घड़ा,1059.4,2457.74
SIH-CRAFT-0928,Mithila Madhubani Painting,Madhubani,771.61,34.9,0.79,1,3,29,0.811,0.844,1,गोबर लीपा कैनवास,7798.9,12042.69
SIH-CRAFT-0929,Saharanpur Wood Carving,Wood Carving,1180.34,15.6,3.49,1,5,11,0.686,0.731,1,शीशम की लकड़ी की जाली,3675.0,7027.21
SIH-CRAFT-0930,Mithila Madhubani Painting,Madhubani,525.0,29.5,0.27,1,5,24,0.792,0.873,1,मिथिला पेंटिंग,7292.5,11026.12
SIH-CRAFT-0931,Kutch Bandhani & Ajrakh,Bandhani,525.78,7.3,0.5,1,4,12,0.891,0.754,1,अजरख ब्लॉक प्रिंट,1771.4,3573.69
SIH-CRAFT-0932,Jaipur Blue Pottery,Blue Pottery,358.74,1.4,2.41,0,1,3,0.347,0.333,0,हस्तशिल्प जार,82.74,789.23
SIH-CRAFT-0933,Kolhapuri Chappal & Leather,Leather Craft,463.2,14.4,0.9,1,2,17,0.69,0.816,1,प्राकृतिक चमड़ा,2904.6,5019.03
SIH-CRAFT-0934,Varanasi Silk Handloom,Handloom Silk,752.2,6.5,0.47,0,1,3,0.243,0.157,0,शुद्ध रेशमी साड़ी,413.4,1654.84
SIH-CRAFT-0935,Varanasi Silk Handloom,Handloom Silk,2002.15,38.4,0.92,1,4,10,0.739,0.781,1,हाथ का ताना-बाना,9673.2,16234.22
SIH-CRAFT-0936,Kutch Bandhani & Ajrakh,Bandhani,1016.08,8.9,0.2,1,4,23,0.72,0.837,1,प्राकृतिक नील रंग,2285.2,4929.23
SIH-CRAFT-0937,Jaipur Blue Pottery,Blue Pottery,488.74,12.9,1.34,1,2,9,0.871,0.898,1,नीली मिट्टी का फूलदान,2831.1,4954.28
SIH-CRAFT-0938,Saharanpur Wood Carving,Wood Carving,1210.04,23.8,2.98,1,4,18,0.865,0.761,1,हाथ से तराशा बॉक्स,5339.4,9314.24
SIH-CRAFT-0939,Jaipur Blue Pottery,Blue Pottery,168.71,2.5,0.86,0,1,1,0.347,0.374,0,नीली मिट्टी का फूलदान,147.75,371.16
SIH-CRAFT-0940,Kolhapuri Chappal & Leather,Leather Craft,530.89,10.2,1.01,1,2,5,0.692,0.821,1,हाथ की सिलाई,1951.8,3824.13
SIH-CRAFT-0941,Moradabad Brassware,Brass Craft,604.49,3.7,4.02,0,2,2,0.257,0.301,0,ब्रास पूजा थाली,215.34,1329.88
SIH-CRAFT-0942,Jaipur Blue Pottery,Blue Pottery,638.07,19.3,2.34,1,3,20,0.88,0.737,1,नीली मिट्टी का फूलदान,4565.3,7497.05
SIH-CRAFT-0943,Zari Zardozi Embroidery,Zari Embroidery,1471.1,14.8,0.87,0,5,37,0.937,0.982,1,जरदोज़ी का काम,3885.0,7230.74
SIH-CRAFT-0944,Bastar Dhokra Bell Metal,Dhokra Art,922.57,27.1,1.88,1,4,16,0.711,0.746,1,ढोकरा आदिवासी मूर्ति,6689.8,10749.2
SIH-CRAFT-0945,Zari Zardozi Embroidery,Zari Embroidery,1373.11,29.8,0.62,0,4,22,0.931,0.786,1,सच्ची जरी कढ़ाई,6677.4,10868.19
SIH-CRAFT-0946,Kolhapuri Chappal & Leather,Leather Craft,484.36,10.9,0.63,1,2,20,0.956,0.778,1,कोल्हापुरी हाथ की चप्पल,2305.6,4238.95
SIH-CRAFT-0947,Varanasi Silk Handloom,Handloom Silk,553.17,3.2,0.92,0,2,2,0.129,0.297,0,हाथ का ताना-बाना,215.04,1216.97
SIH-CRAFT-0948,Mithila Madhubani Painting,Madhubani,586.32,17.1,0.14,1,3,25,0.722,0.98,1,गोबर लीपा कैनवास,3983.1,6641.22
SIH-CRAFT-0949,Moradabad Brassware,Brass Craft,497.95,4.1,5.0,0,1,5,0.361,0.184,0,हाथ की ढलाई,223.86,1095.49
SIH-CRAFT-0950,Moradabad Brassware,Brass Craft,544.47,2.9,5.18,0,1,2,0.194,0.254,0,ब्रास पूजा थाली,158.34,1197.83
SIH-CRAFT-0951,Mithila Madhubani Painting,Madhubani,651.4,20.1,0.2,1,4,8,0.814,0.833,1,गोबर लीपा कैनवास,4602.3,7564.99
SIH-CRAFT-0952,Varanasi Silk Handloom,Handloom Silk,3069.72,23.9,0.63,1,4,13,0.942,0.937,1,शुद्ध रेशमी साड़ी,6122.2,12881.59
SIH-CRAFT-0953,Jaipur Blue Pottery,Blue Pottery,584.52,12.4,2.02,1,5,9,0.889,0.74,1,नीली मिट्टी का फूलदान,3173.0,5545.15
SIH-CRAFT-0954,Zari Zardozi Embroidery,Zari Embroidery,853.19,12.8,0.31,0,2,11,0.732,0.724,1,जरदोज़ी का काम,2584.2,4640.48
SIH-CRAFT-0955,Zari Zardozi Embroidery,Zari Embroidery,1464.68,33.9,0.37,0,4,8,0.717,0.839,1,मखमली सूट पीस,7340.7,11887.26
SIH-CRAFT-0956,Bastar Dhokra Bell Metal,Dhokra Art,838.12,20.5,1.46,1,5,20,0.857,0.736,1,ढोकरा आदिवासी मूर्ति,5425.0,8927.71
SIH-CRAFT-0957,Jaipur Blue Pottery,Blue Pottery,406.41,18.4,1.51,1,2,17,0.658,0.824,1,नीली मिट्टी का फूलदान,4100.6,6556.96
SIH-CRAFT-0958,Saharanpur Wood Carving,Wood Carving,625.88,27.1,2.22,1,2,34,0.706,0.732,1,शीशम की लकड़ी की जाली,5631.9,8920.5
SIH-CRAFT-0959,Moradabad Brassware,Brass Craft,1338.84,10.4,5.65,1,2,5,0.849,0.752,1,हाथ की ढलाई,2092.6,5104.94
SIH-CRAFT-0960,Saharanpur Wood Carving,Wood Carving,1079.43,9.6,3.27,1,4,21,0.765,0.73,1,हाथ से तराशा बॉक्स,2359.8,5115.46
SIH-CRAFT-0961,Saharanpur Wood Carving,Wood Carving,484.29,3.5,1.08,0,1,1,0.372,0.101,0,शीशम की लकड़ी की जाली,185.85,1065.44
SIH-CRAFT-0962,Kutch Bandhani & Ajrakh,Bandhani,937.48,21.6,0.77,1,2,39,0.791,0.911,1,कच्छी बंधेज दुपट्टा,4775.4,8184.89
SIH-CRAFT-0963,Jaipur Blue Pottery,Blue Pottery,420.14,16.7,1.38,1,5,30,0.809,0.982,1,हस्तशिल्प जार,4541.5,7170.71
SIH-CRAFT-0964,Saharanpur Wood Carving,Wood Carving,1344.03,28.1,2.22,1,5,37,0.826,0.854,1,शीशम की लकड़ी की जाली,6877.5,11571.57
SIH-CRAFT-0965,Kutch Bandhani & Ajrakh,Bandhani,871.94,14.4,0.74,1,4,17,0.882,0.768,1,कच्छी बंधेज दुपट्टा,3394.2,6231.79
